left_foot_X,left_foot_Y,left_foot_Z,left_knee_X,left_knee_Y,left_knee_Z,left_hip_X,left_hip_Y,left_hip_Z,left_upper_hip_X,left_upper_hip_Y,left_upper_hip_Z,left_upper_knee_X,left_upper_knee_Y,left_upper_knee_Z,left_lower_knee_X,left_lower_knee_Y,left_lower_knee_Z,left_ankle_X,left_ankle_Y,left_ankle_Z,right_ankle_X,right_ankle_Y,right_ankle_Z,right_lower_knee_X,right_lower_knee_Y,right_lower_knee_Z,right_upper_knee_X,right_upper_knee_Y,right_upper_knee_Z,right_upper_hip_X,right_upper_hip_Y,right_upper_hip_Z,right_hip_X,right_hip_Y,right_hip_Z,right_knee_X,right_knee_Y,right_knee_Z,right_foot_X,right_foot_Y,right_foot_Z,Joint15,right_foot_ex_X,right_foot_ex_Y
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.162499339,-0.007361497,0.52521654,-0.257625824,-0.151212224,0.942489654,-0.257625824,-0.151212224,0.942489654,-0.263925389,0.001330277,1.133780927,-0.052201449,0.117608445,1.141305614,-0.052888141,0.232696902,1.142783956,-0.266307148,0.386928481,1.14158074,-0.260965135,0.392847384,0.952748991,-0.305134862,0.405361952,0.524603244,-0.138326158,0.280261227,0.265242922,-0.343431049,0.28104751,0.132949572,-0.268453253,0.281405454,0.134738983,-0.264991795,0.283438657,-0.010705626
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.162607445,-0.00858113,0.525166004,-0.257599372,-0.153770951,0.942005759,-0.257599372,-0.153770951,0.942005759,-0.263920231,-0.001720696,1.133687831,-0.052189933,0.114544142,1.141239522,-0.05286963,0.229632614,1.142719979,-0.266293356,0.383860694,1.14200412,-0.26093288,0.390402246,0.953193438,-0.305134809,0.40421608,0.525090965,-0.138145996,0.280286063,0.265284885,-0.343286551,0.281093267,0.133046969,-0.268308777,0.281446029,0.134838326,-0.26484345,0.28348789,-0.01060607
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.16272108,-0.009872469,0.525108376,-0.257570595,-0.156478734,0.941484533,-0.257570595,-0.156478734,0.941484533,-0.263914522,-0.004950545,1.133578813,-0.052177487,0.111300124,1.141159703,-0.052849756,0.226388609,1.142642517,-0.266278558,0.380611196,1.142442185,-0.26089808,0.387812015,0.953656066,-0.30513248,0.403001467,0.525603547,-0.137953491,0.280312264,0.265331272,-0.343130544,0.28114195,0.133150133,-0.268152796,0.281489221,0.134943647,-0.264683183,0.283540578,-0.010500513
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.162839411,-0.011227572,0.525043344,-0.257539549,-0.159318708,0.94092774,-0.257539549,-0.159318708,0.94092774,-0.263908292,-0.008339339,1.133452854,-0.052164183,0.107896398,1.141065064,-0.052828633,0.222984895,1.142550458,-0.266262851,0.377199741,1.142890509,-0.260860858,0.38509235,0.954132661,-0.305127419,0.401725213,0.526137124,-0.137749382,0.280339461,0.265382058,-0.342963332,0.281193057,0.133258364,-0.267985615,0.281534563,0.135054254,-0.264511287,0.283596208,-0.010389649
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.162751802,-0.012633523,0.525019412,-0.257497381,-0.162275047,0.94033811,-0.257497381,-0.162275047,0.94033811,-0.263900957,-0.011869796,1.133310919,-0.052150644,0.104351598,1.140969411,-0.052807849,0.219440038,1.142462448,-0.266249003,0.373643032,1.143362727,-0.260816947,0.382263679,0.95463759,-0.305098824,0.400416548,0.526705412,-0.137503356,0.280401267,0.265456099,-0.342749192,0.281284164,0.133382133,-0.26777158,0.281620152,0.135183481,-0.264286597,0.28369906,-0.01025992
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.163149961,-0.014838407,0.524847296,-0.257452419,-0.166878678,0.939394923,-0.257452419,-0.166878678,0.939394923,-0.263890293,-0.017366618,1.133059447,-0.052127282,0.098828956,1.140758504,-0.052770737,0.213917476,1.142251322,-0.266219837,0.36810186,1.144028326,-0.260757889,0.377837704,0.955358296,-0.305100727,0.398316183,0.527537417,-0.137194867,0.280410396,0.265527951,-0.342500194,0.281329451,0.133546729,-0.267522573,0.281655559,0.135349524,-0.264034567,0.283746347,-0.010093635
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.169340025,-0.016788275,0.523273842,-0.257000162,-0.170488029,0.938666449,-0.257000162,-0.170488029,0.938666449,-0.263848049,-0.021653223,1.132837911,-0.05212369,0.094588302,1.140897929,-0.052793467,0.209677181,1.142350915,-0.266296428,0.363784859,1.144302667,-0.260485539,0.374224218,0.955680681,-0.304123811,0.396142035,0.527858673,-0.135512208,0.279646444,0.265671685,-0.340624924,0.280487177,0.133390804,-0.265650675,0.280828768,0.135326078,-0.261905919,0.282880371,-0.010111255
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.16340645,-0.017882309,0.524656278,-0.257374019,-0.173243334,0.93804711,-0.257374019,-0.173243334,0.93804711,-0.263873613,-0.024973798,1.1326625,-0.052094583,0.091187442,1.14043866,-0.052720133,0.206275971,1.141938374,-0.266182296,0.36042361,1.144923378,-0.260666814,0.371713206,0.956341501,-0.305063302,0.395433087,0.528693656,-0.136715155,0.280468586,0.265662902,-0.342089727,0.281444846,0.133789868,-0.267112207,0.281757919,0.135599147,-0.263611382,0.283875241,-0.00984332
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.163646741,-0.019372047,0.524526961,-0.257343997,-0.176346054,0.937369446,-0.257343997,-0.176346054,0.937369446,-0.263885133,-0.028684405,1.132445076,-0.052092897,0.087449621,1.140267899,-0.052703761,0.202538331,1.141759822,-0.266165526,0.356674198,1.145324833,-0.260605459,0.368734877,0.956792009,-0.304988625,0.394062628,0.529234996,-0.136400009,0.280562123,0.265722897,-0.341796054,0.281565101,0.133883511,-0.266818729,0.281868041,0.135702542,-0.2632987,0.283984895,-0.009739468
-0.075,-7.50E-07,0.1455,-0.075,-7.50E-07,0.1455,-0.163625187,-0.020953707,0.524447935,-0.257294597,-0.179659735,0.936634022,-0.257294597,-0.179659735,0.936634022,-0.263859585,-0.032649101,1.13219993,-0.052061405,0.083471567,1.140060045,-0.05266569,0.19856013,1.141565835,-0.266137238,0.35266692,1.14574862,-0.260560955,0.36550706,0.957267756,-0.297117712,0.392928043,0.529099503,-0.133501231,0.280548587,0.261997243,-0.341400721,0.281742756,0.134143652,-0.266416671,0.281975222,0.135672785,-0.263457205,0.284148853,-0.009780874
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.16378853,-0.022530395,0.524319128,-0.257245424,-0.182947898,0.935890465,-0.257245424,-0.182947898,0.935890465,-0.263845465,-0.036585714,1.131940971,-0.052041753,0.079522097,1.139841862,-0.052639513,0.194610621,1.14135321,-0.266122566,0.348682742,1.146176858,-0.260519936,0.362344846,0.957754573,-0.304979395,0.391013911,0.530416532,-0.135960069,0.280554344,0.265890043,-0.34142677,0.281621681,0.134161304,-0.266449438,0.281914716,0.13598171,-0.262926656,0.284076096,-0.009459579
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.163911998,-0.024063367,0.52419587,-0.257200629,-0.186144796,0.935153014,-0.257200629,-0.186144796,0.935153014,-0.263835463,-0.040414349,1.131672392,-0.052023542,0.075675548,1.139616298,-0.052612003,0.190764066,1.141131779,-0.266102206,0.344806155,1.146560226,-0.260469386,0.359250717,0.95819721,-0.304944571,0.389551987,0.530973438,-0.135704898,0.280581756,0.265970544,-0.341198404,0.281680161,0.13428388,-0.266221144,0.281966543,0.13610829,-0.262690468,0.284143414,-0.009332576
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164032252,-0.025572267,0.524068707,-0.257155354,-0.189289712,0.934414437,-0.257155354,-0.189289712,0.934414437,-0.263825251,-0.044182394,1.131393189,-0.0520052,0.071889703,1.139380353,-0.052584431,0.186978212,1.140900039,-0.266081791,0.340988281,1.146923001,-0.26041854,0.35620301,0.958621541,-0.304906758,0.388110841,0.531516111,-0.135450637,0.280608292,0.266052484,-0.340968799,0.281737782,0.134404566,-0.265991614,0.28201759,0.136233085,-0.262452843,0.28421017,-0.009207348
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164148641,-0.027047774,0.523938746,-0.257110011,-0.192363343,0.933679979,-0.257110011,-0.192363343,0.933679979,-0.263814983,-0.047866627,1.131105896,-0.051986939,0.0681879,1.13913625,-0.052557067,0.183276399,1.140660186,-0.266061547,0.337252793,1.147263752,-0.260367849,0.353220651,0.95902558,-0.30486644,0.386699496,0.532041503,-0.135199057,0.280633824,0.266135195,-0.340739678,0.281794201,0.134522614,-0.265762571,0.282067555,0.136355313,-0.262215568,0.284275938,-0.009084681
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164260538,-0.028480794,0.52380721,-0.25706487,-0.195346881,0.932955101,-0.25706487,-0.195346881,0.932955101,-0.263804666,-0.051444389,1.130813378,-0.051968818,0.064592924,1.138886523,-0.052530035,0.17968141,1.140414708,-0.266041553,0.333622861,1.147581431,-0.260317627,0.350322153,0.959407654,-0.304824068,0.385326768,0.532546771,-0.134951878,0.280658132,0.266217975,-0.340512752,0.281849,0.134637301,-0.265535726,0.282116056,0.136474218,-0.261980418,0.284340225,-0.008965333
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164418708,-0.030531405,0.523609865,-0.256998467,-0.199613555,0.931897933,-0.256998467,-0.199613555,0.931897933,-0.263789388,-0.056563456,1.130371614,-0.051942278,0.059448915,1.138507464,-0.052490598,0.174537379,1.140041955,-0.266012374,0.32842503,1.148013294,-0.260244051,0.346170993,0.959936694,-0.304757572,0.383359022,0.533261224,-0.134593056,0.280692138,0.266340523,-0.340180317,0.281927529,0.134801492,-0.265203414,0.282185503,0.13664471,-0.261635704,0.284433011,-0.008794178
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164516867,-0.031820274,0.523480344,-0.256955569,-0.202293691,0.931221478,-0.256955569,-0.202293691,0.931221478,-0.26377942,-0.059780608,1.130079985,-0.051925184,0.056215916,1.138256129,-0.052465318,0.171304365,1.139794714,-0.265993676,0.325155891,1.14827105,-0.260196763,0.343559753,0.960258567,-0.304712843,0.382120162,0.533705202,-0.134364624,0.28071318,0.266420296,-0.33996675,0.28197699,0.13490477,-0.264989929,0.282229256,0.13675213,-0.261414073,0.284491896,-0.008686324
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164608722,-0.033037285,0.523354142,-0.256914307,-0.204823281,0.930574209,-0.256914307,-0.204823281,0.930574209,-0.263769816,-0.06281817,1.129794691,-0.051908809,0.053163252,1.138009511,-0.052441147,0.168251684,1.139552049,-0.265975805,0.322067484,1.14850467,-0.2601514,0.341092549,0.960554881,-0.304668001,0.380948838,0.534120702,-0.13414669,0.280732576,0.26649728,-0.339761782,0.282023626,0.135002291,-0.264785042,0.282270461,0.136853673,-0.261201275,0.284547693,-0.008584358
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164693811,-0.034174965,0.523232747,-0.256875023,-0.207187006,0.929961637,-0.256875023,-0.207187006,0.929961637,-0.263760624,-0.065657551,1.129519278,-0.051893245,0.050309625,1.137770818,-0.052418235,0.16539804,1.139317135,-0.265958857,0.319179025,1.148714532,-0.260108315,0.338784822,0.960825246,-0.304623923,0.379852593,0.534505931,-0.133940998,0.28075046,0.266570829,-0.339567226,0.28206731,0.135093511,-0.264590565,0.282309042,0.136948758,-0.260999195,0.284600202,-0.008488866
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164771806,-0.035226357,0.523117612,-0.256838106,-0.209370619,0.929389079,-0.256838106,-0.209370619,0.929389079,-0.263751947,-0.068281428,1.129257258,-0.051878648,0.047672476,1.137543217,-0.052396794,0.162760874,1.139093099,-0.265942999,0.316508463,1.148901129,-0.260067924,0.336650953,0.961069386,-0.304581366,0.378838357,0.534859184,-0.133749209,0.280766706,0.266640173,-0.339384866,0.282107691,0.135177846,-0.264408281,0.282344688,0.13703676,-0.260809702,0.284648974,-0.008400479
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164842362,-0.036185027,0.523010168,-0.256803946,-0.211360974,0.928861602,-0.256803946,-0.211360974,0.928861602,-0.263743901,-0.070673797,1.129012059,-0.05186517,0.045267904,1.137329806,-0.052377028,0.160356286,1.138882991,-0.265928374,0.314072411,1.149065089,-0.26003061,0.334704264,0.96128718,-0.304541014,0.377912588,0.535178949,-0.133572907,0.280781238,0.266704519,-0.339216446,0.282144488,0.135254753,-0.264239933,0.282377144,0.137117092,-0.260634619,0.284693608,-0.008319787
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164905224,-0.037045128,0.522911766,-0.256772884,-0.213146128,0.928383963,-0.256772884,-0.213146128,0.928383963,-0.263736568,-0.072820101,1.128786966,-0.051852942,0.043110581,1.137133569,-0.052359124,0.158198947,1.138689771,-0.265915136,0.31188601,1.149207208,-0.259996757,0.332956932,0.96147871,-0.304503573,0.377081268,0.535463984,-0.133413578,0.280794159,0.266763187,-0.339063615,0.282177574,0.135323797,-0.264087168,0.282406325,0.137189271,-0.26047569,0.284733881,-0.008247278
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164960139,-0.03780142,0.522823676,-0.256745246,-0.214715393,0.927960532,-0.256745246,-0.214715393,0.927960532,-0.263730017,-0.074707297,1.128585047,-0.051842056,0.041213615,1.136957277,-0.052343207,0.156301967,1.138516161,-0.265903345,0.309962848,1.149328234,-0.259966633,0.331419839,0.96164405,-0.304469626,0.376349634,0.53571312,-0.13327252,0.280805287,0.266815479,-0.338927814,0.28220661,0.135384503,-0.263951426,0.282431906,0.137252786,-0.260334427,0.284769344,-0.008183467
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165006917,-0.0384493,0.522747049,-0.25672131,-0.216059391,0.92759524,-0.25672131,-0.216059391,0.92759524,-0.263724329,-0.076323926,1.128409103,-0.051832649,0.039588585,1.136803484,-0.052329477,0.154676924,1.138364698,-0.26589319,0.30831488,1.14942902,-0.259940624,0.330102615,0.961783446,-0.304439837,0.375722454,0.535925476,-0.13315102,0.280814775,0.266860826,-0.338810486,0.282231539,0.135436544,-0.26383415,0.282453874,0.137307271,-0.260212349,0.284799882,-0.008128725
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165045402,-0.038984831,0.522682897,-0.256701364,-0.217170105,0.927291504,-0.256701364,-0.217170105,0.927291504,-0.263719588,-0.077660187,1.128261594,-0.051824821,0.038245344,1.136674421,-0.052318058,0.153333672,1.138237579,-0.265882876,0.30695924,1.149451565,-0.259916552,0.328948957,0.96182999,-0.295726506,0.375747071,0.535281114,-0.13057623,0.280964882,0.262362014,-0.339222228,0.282046734,0.135729308,-0.264239004,0.282351841,0.137285938,-0.261228891,0.284661379,-0.008164588
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165087305,-0.039570547,0.52261189,-0.256679374,-0.218384675,0.92695745,-0.256679374,-0.218384675,0.92695745,-0.263714347,-0.079121639,1.128098113,-0.05181619,0.036776217,1.136531252,-0.052305479,0.151864532,1.138096557,-0.26587543,0.305461778,1.149597067,-0.259895092,0.327821918,0.962019724,-0.304386675,0.374636017,0.536290586,-0.132939224,0.280830905,0.266940471,-0.338605171,0.282274661,0.135526626,-0.263628928,0.282491846,0.137401666,-0.25999865,0.284852895,-0.008033875
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165104555,-0.039812521,0.522582299,-0.256670235,-0.218886376,0.926818879,-0.256670235,-0.218886376,0.926818879,-0.263712169,-0.079725396,1.128029919,-0.051812606,0.036169276,1.136471497,-0.052300257,0.151257586,1.138037692,-0.265871563,0.304845877,1.149632269,-0.25988517,0.327329546,0.962069886,-0.304374921,0.374401379,0.536368976,-0.13289324,0.280834326,0.266957855,-0.338560459,0.282283954,0.135546065,-0.263584236,0.282500023,0.13742205,-0.259952098,0.284864351,-0.008013391
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165113192,-0.039933878,0.522567402,-0.25666563,-0.21913798,0.926749258,-0.25666563,-0.21913798,0.926749258,-0.263711069,-0.080028197,1.127995575,-0.051810804,0.035864884,1.136441393,-0.052297637,0.150953192,1.138008036,-0.26586963,0.30453696,1.149649784,-0.259880196,0.327082581,0.962094934,-0.304368999,0.374283674,0.536408238,-0.132870161,0.280836033,0.266966594,-0.338538006,0.282288605,0.135555817,-0.263561793,0.282504116,0.137432279,-0.25992872,0.284870098,-0.008003112
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117439,-0.039966733,0.522562906,-0.256668894,-0.21920614,0.926729329,-0.256668894,-0.21920614,0.926729329,-0.263712306,-0.080109832,1.127985031,-0.051811565,0.035782558,1.136428356,-0.052297986,0.150870876,1.137994427,-0.265869785,0.304453774,1.14965119,-0.259882095,0.327015287,0.962098196,-0.304377865,0.374249161,0.536415864,-0.132878837,0.280832879,0.266963468,-0.338549126,0.282285136,0.135556512,-0.263572906,0.282500472,0.137432686,-0.259940383,0.284865594,-0.008002733
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117417,-0.039966732,0.522562911,-0.256668895,-0.219206142,0.926729328,-0.256668895,-0.219206142,0.926729328,-0.263712306,-0.080109835,1.12798503,-0.051811565,0.035782555,1.136428355,-0.052297987,0.150870873,1.137994426,-0.265869786,0.304453771,1.149651189,-0.259882096,0.327015284,0.962098195,-0.304377878,0.374249155,0.536415864,-0.132878846,0.280832876,0.266963469,-0.338549134,0.282285129,0.135556512,-0.263572914,0.282500465,0.137432685,-0.259940392,0.284865582,-0.008002734
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117419,-0.039966734,0.52256291,-0.256668886,-0.219206144,0.92672933,-0.256668886,-0.219206144,0.92672933,-0.2637123,-0.080109838,1.127985032,-0.051811561,0.035782557,1.136428357,-0.052297985,0.150870875,1.137994429,-0.265869787,0.304453768,1.149651194,-0.259882098,0.327015282,0.9620982,-0.30437787,0.374249159,0.536415868,-0.132878844,0.280832878,0.266963471,-0.338549133,0.282285136,0.135556516,-0.263572913,0.282500473,0.137432691,-0.259940388,0.284865598,-0.008002727
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117434,-0.03996674,0.522562906,-0.256668892,-0.219206155,0.926729326,-0.256668892,-0.219206155,0.926729326,-0.263712306,-0.08010985,1.127985029,-0.051811566,0.035782541,1.136428361,-0.052297988,0.150870859,1.137994437,-0.265869788,0.304453755,1.149651205,-0.259882097,0.327015275,0.962098211,-0.30437788,0.374249166,0.536415883,-0.132878841,0.280832895,0.266963489,-0.338549124,0.282285157,0.135556525,-0.263572904,0.282500494,0.137432701,-0.259940377,0.284865623,-0.008002717
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.164489006,-0.039892632,0.522720391,-0.257249167,-0.219208536,0.926577162,-0.257249167,-0.219208536,0.926577162,-0.264504488,-0.080139855,1.127844428,-0.052589917,0.035704102,1.136599547,-0.053054239,0.150791738,1.138221381,-0.266607904,0.304413544,1.149696264,-0.260389746,0.327065586,0.962161681,-0.304363225,0.37451707,0.536449279,-0.132559432,0.281196822,0.2671578,-0.33807108,0.282756369,0.135504106,-0.26309713,0.282955118,0.137470631,-0.259289044,0.285390652,-0.007959134
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117425,-0.039966731,0.522562909,-0.256668895,-0.219206139,0.926729329,-0.256668895,-0.219206139,0.926729329,-0.263712304,-0.080109831,1.127985031,-0.051811562,0.035782558,1.136428355,-0.052297983,0.150870876,1.137994427,-0.265869781,0.304453774,1.149651198,-0.259882093,0.327015294,0.962098204,-0.304377882,0.374249179,0.536415875,-0.132878841,0.280832912,0.266963482,-0.338549125,0.282285166,0.135556519,-0.263572905,0.282500503,0.137432693,-0.259940383,0.284865621,-0.008002726
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117419,-0.039966732,0.522562911,-0.256668895,-0.21920614,0.926729329,-0.256668895,-0.21920614,0.926729329,-0.263712306,-0.080109833,1.127985031,-0.051811564,0.035782556,1.136428357,-0.052297985,0.150870874,1.137994428,-0.265869783,0.304453773,1.149651193,-0.259882092,0.327015289,0.962098199,-0.304377878,0.374249168,0.536415869,-0.13287884,0.280832886,0.266963479,-0.338549123,0.282285149,0.135556514,-0.263572903,0.282500484,0.137432689,-0.259940378,0.284865606,-0.008002729
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165114685,-0.039964208,0.522563832,-0.256669568,-0.2192014,0.926730461,-0.256669568,-0.2192014,0.926730461,-0.263714598,-0.080104371,1.127985608,-0.051813645,0.035787624,1.136429047,-0.052299791,0.150875968,1.137993219,-0.265871314,0.304459597,1.149645415,-0.259881777,0.327018006,0.962092107,-0.304373365,0.374244985,0.536408572,-0.132872003,0.280823827,0.266959351,-0.338541035,0.282274445,0.135550409,-0.263564832,0.282489623,0.137427296,-0.259930912,0.284852345,-0.008008127
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117418,-0.039966732,0.522562911,-0.256668893,-0.219206142,0.926729329,-0.256668893,-0.219206142,0.926729329,-0.263712304,-0.080109834,1.127985031,-0.051811562,0.035782556,1.136428357,-0.052297984,0.150870874,1.137994429,-0.265869783,0.304453772,1.149651194,-0.259882094,0.327015286,0.9620982,-0.304377866,0.374249163,0.536415868,-0.132878841,0.280832877,0.266963472,-0.33854913,0.282285141,0.135556516,-0.26357291,0.282500477,0.137432691,-0.259940384,0.284865604,-0.008002727
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.165117417,-0.039966732,0.522562911,-0.256668881,-0.219206141,0.926729332,-0.256668881,-0.219206141,0.926729332,-0.263712297,-0.080109834,1.127985034,-0.051811559,0.035782561,1.136428361,-0.052297983,0.150870878,1.137994432,-0.265869785,0.304453772,1.14965119,-0.259882094,0.327015281,0.962098195,-0.304377836,0.374249148,0.53641586,-0.132878799,0.280832861,0.26696347,-0.338549085,0.282285115,0.135556508,-0.263572864,0.282500451,0.137432681,-0.259940344,0.284865566,-0.008002738
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.16389694,-0.039955273,0.52285373,-0.254076258,-0.219176848,0.927336424,-0.254076258,-0.219176848,0.927336424,-0.260878162,-0.080120165,1.128627813,-0.048945264,0.035733273,1.136794075,-0.049406943,0.150822347,1.138311283,-0.262938054,0.304442531,1.150219421,-0.257147859,0.327029609,0.962663302,-0.30109431,0.374313707,0.536929485,-0.129095061,0.281178264,0.267698803,-0.334579531,0.282406609,0.135999188,-0.259607004,0.28263614,0.138015971,-0.255701448,0.284790614,-0.007415645
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.162672821,-0.039943794,0.523141228,-0.251475397,-0.219147462,0.927936337,-0.251475397,-0.219147462,0.927936337,-0.2580394,-0.080130737,1.12926322,-0.04607545,0.03568484,1.137156007,-0.046513139,0.150774635,1.138624869,-0.260004238,0.304431022,1.150780741,-0.254408925,0.32704312,0.963221723,-0.297791243,0.374380773,0.537436001,-0.125284125,0.28152409,0.268434062,-0.330576963,0.282533983,0.136434079,-0.255608411,0.282776275,0.138592208,-0.251428275,0.284721389,-0.006834726
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.16144511,-0.039932298,0.523425366,-0.248866343,-0.219117988,0.928528992,-0.248866343,-0.219117988,0.928528992,-0.255196055,-0.080141549,1.129891188,-0.043202137,0.035637248,1.137514111,-0.043616583,0.150727729,1.138935153,-0.257062806,0.304442363,1.151142567,-0.251658173,0.326844814,0.963552801,-0.267062041,0.376179657,0.536065779,-0.112669675,0.28168297,0.256823079,-0.326165868,0.282374527,0.138547714,-0.25119821,0.282617462,0.140736614,-0.246957914,0.284428343,-0.004690312
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.160213792,-0.039920789,0.523706118,-0.246249111,-0.219088437,0.929114319,-0.246249111,-0.219088437,0.929114319,-0.252348169,-0.080152613,1.130511659,-0.04032536,0.035590497,1.137868345,-0.040717309,0.150681632,1.139242097,-0.254124289,0.304433841,1.151660602,-0.248909117,0.326824559,0.964064073,-0.260178202,0.376428944,0.536479259,-0.107364051,0.281912211,0.256376537,-0.321545253,0.282449926,0.139345394,-0.246576916,0.282693792,0.141510799,-0.242381587,0.28432838,-0.003919519
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.158978908,-0.039909268,0.523983449,-0.243623743,-0.219058807,0.929692244,-0.243623743,-0.219058807,0.929692244,-0.249495792,-0.080163927,1.131124568,-0.037445145,0.035544572,1.138218682,-0.03781533,0.150636327,1.139545683,-0.251184251,0.304423158,1.152187455,-0.246156018,0.326820883,0.964586659,-0.25540389,0.376581617,0.536971521,-0.102636719,0.282182702,0.256803449,-0.316864749,0.282580109,0.139857486,-0.241895541,0.282823739,0.141992561,-0.237758387,0.284273188,-0.003441387
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.157740451,-0.039897714,0.524257334,-0.24099031,-0.219029062,0.930262695,-0.24099031,-0.219029062,0.930262695,-0.246638976,-0.08017544,1.131729849,-0.034561526,0.035499517,1.138565031,-0.034910673,0.150591861,1.139845813,-0.248242236,0.304412413,1.152705917,-0.243398298,0.326815046,0.965100858,-0.250455878,0.376741376,0.537463263,-0.097797824,0.282445053,0.257201181,-0.312095986,0.282712832,0.140383413,-0.237125492,0.282953369,0.142473185,-0.233075531,0.28422083,-0.002964916
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.156498465,-0.039886147,0.524527734,-0.238348806,-0.218999235,0.930825599,-0.238348806,-0.218999235,0.930825599,-0.243777754,-0.080187193,1.132327444,-0.03167452,0.035455283,1.1389074,-0.032003347,0.150548186,1.140142514,-0.245298264,0.304401576,1.153215884,-0.240635932,0.326806919,0.965606547,-0.245308064,0.376909181,0.537956814,-0.092832612,0.282696451,0.257567245,-0.307228065,0.282849351,0.140927924,-0.232255823,0.283082499,0.1429549,-0.228326963,0.284170975,-0.002487972
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.154628894,-0.039868757,0.524926737,-0.234371539,-0.218954316,0.931655646,-0.234371539,-0.218954316,0.931655646,-0.239477791,-0.080205236,1.133209283,-0.027337756,0.035390504,1.139413362,-0.027637436,0.150484191,1.140581007,-0.240877423,0.304391924,1.153908336,-0.236482099,0.326728588,0.966284365,-0.236721809,0.376973997,0.538625971,-0.084888053,0.282919465,0.257835359,-0.299627469,0.282582114,0.141830901,-0.22464967,0.28285391,0.143635287,-0.221151313,0.283445787,-0.001821446
-0.075,7.50E-07,0.1455,-0.075,7.50E-07,0.1455,-0.153378165,-0.039857126,0.525188294,-0.231710079,-0.218924222,0.932199372,-0.231710079,-0.218924222,0.932199372,-0.236605793,-0.0802175,1.133787386,-0.024442439,0.035348374,1.13974556,-0.024723553,0.150442549,1.140868925,-0.237929972,0.30437455,1.154450595,-0.23370984,0.326773787,0.966830061,-0.231393303,0.37735708,0.539217709,-0.079773668,0.283265583,0.258323798,-0.294563968,0.283182436,0.142413121,-0.219585172,0.283385189,0.144184849,-0.216149834,0.284047981,-0.00127308
